model;brand;body_type;segment;usable_battery_kwh;real_range_km;efficiency_wh_km;zero_to_100_s;top_speed_kmh;towing_capacity_kg;price;charging_time_min;max_charging_power_kw;horsepower_hp;torque_nm;maintenance_cost_eur_year;seating_capacity;boot_capacity_l;adas_level;safety_rating_ncap;usage_type;energy_cost_eur_100km;insurance_rating;powertrain_type;fuel_type
Vauxhall G9 Pro;Vauxhall;Coupe;C;0;916;531;10,8;222;354;43585;0;0;118;224;467;4;333;0;5;Personal;8,76;3;Diesel;Diesel
Ford W4x;Ford;Coupe;B;0;626;631;8,9;242;700;37737;0;0;157;248;612;2;248;1;3;Personal;12,06;3;Essence;Essence
Mercedes-Benz QQ-7;Mercedes-Benz;Hatchback;C;0;890;556;9,8;232;629;41003;0;0;171;226;655;5;358;1;4;Personal;10,63;3;Essence;Essence
Mercedes-Benz 666;Mercedes-Benz;Crossover;C;0;947;559;8,9;250;1446;48326;0;0;258;388;714;7;621;2;4;Personal;9,22;5;Diesel;Diesel
Fiat 999;Fiat;Coupe;B;1,8;900;373;11,2;220;502;33817;0;0;114;181;628;4;300;0;3;Personal;6,42;3;Hybrid;Hybride Essence
Mini F7x;Mini;Coupe;B;0;677;638;9,1;230;589;37150;0;0;168;293;543;2;248;1;5;Personal;12,18;3;Essence;Essence
Jaguar DD-44;Jaguar;SUV;F;0;1046;602;6,9;250;1900;104595;0;0;340;552;713;6;450;2;4;Commercial;11,51;8;Essence;Essence
Mercedes-Benz S5x;Mercedes-Benz;Hatchback;C;0;1030;520;9,5;228;880;41409;0;0;138;206;597;5;386;1;4;Personal;8,58;3;Diesel;Diesel
Toyota 222;Toyota;MPV;C;15,4;900;474;9,9;226;1192;47096;49;0;164;266;394;5;503;1;5;Personal;5,9;4;Hybrid;Hybride Essence
Audi EE-9;Audi;SUV;B;2;900;446;10,1;193;1840;31954;0;0;118;173;396;5;749;0;4;Personal;6,62;4;Hybrid;Hybride Diesel
Honda G44;Honda;SUV;D;0;1100;500;8,4;250;1615;60703;0;0;215;337;756;6;575;1;4;Personal;8,25;5;Diesel;Diesel
Rolls-Royce D99;Rolls-Royce;Wagon;C;0;860;628;9,4;222;1072;50526;0;0;199;391;565;5;530;1;4;Personal;10,36;5;Diesel;Diesel
Alfa Romeo Z4 Pro;Alfa Romeo;Sedan;D;0;1100;547;8,9;249;889;56131;0;0;190;347;575;5;549;1;4;Commercial;9,02;4;Diesel;Diesel
BMW FF8;BMW;Coupe;C;0;722;683;8,8;250;543;51058;0;0;194;371;708;3;332;1;4;Personal;11,27;3;Diesel;Diesel
Toyota 888;Toyota;Hatchback;A;0;898;450;10,1;225;694;31585;0;0;156;248;579;5;514;1;5;Personal;7,42;4;Diesel;Diesel
Fiat XX1;Fiat;Wagon;C;0;1100;450;7,9;250;1263;48200;0;0;220;343;717;5;805;1;4;Personal;7,41;5;Diesel;Diesel
Ford Q8x;Ford;Pickup;A;1,2;880;442;11,1;195;2493;20807;0;0;70;109;479;3;0;0;4;Personal;7,59;1;Hybrid;Hybride Essence
Skoda D1x;Skoda;Pickup;D;1,7;900;500;8;244;2472;56718;0;0;213;333;454;5;0;1;3;Commercial;7,77;5;Hybrid;Hybride Diesel
Mini V6x;Mini;MPV;B;0;767;490;9,3;222;1488;37883;0;0;143;228;658;7;726;1;5;Personal;9,36;4;Essence;Essence
Citroën A99;Citroën;Convertible;B;0;584;674;12;180;0;28721;0;0;72;120;394;2;231;0;3;Personal;12,87;2;Essence;Essence
Audi D5 Pro;Audi;Sedan;C;10,8;900;300;10,3;205;1021;39957;28;0;118;192;672;5;543;0;5;Personal;5;3;Hybrid;Hybride Essence
Opel CC-3;Opel;Pickup;B;0;930;450;10,2;221;2343;33490;0;0;114;187;587;5;0;0;5;Personal;8,14;2;Essence;Essence
Volkswagen UU-88;Volkswagen;MPV;C;0;668;700;10,9;222;1215;42638;0;0;128;178;464;8;591;1;5;Personal;13,77;5;Essence;Essence
Citroën D8x;Citroën;SUV;C;0;1032;522;10,9;218;1719;45676;0;0;153;266;663;6;660;1;3;Personal;8,6;4;Diesel;Diesel
Mazda X2 Pro;Mazda;SUV;F;11,1;900;322;7,2;250;2038;108931;58;0;326;522;590;6;571;2;4;Personal;5;9;Hybrid;Hybride Essence
Audi TT7;Audi;Hatchback;B;0;647;686;9,8;242;633;42066;0;0;201;314;479;5;507;1;3;Personal;13,1;2;Essence;Essence
Mercedes-Benz V4 Pro;Mercedes-Benz;Crossover;C;13,7;900;300;9,6;220;1496;48908;25;0;152;220;566;7;480;1;3;Sports;5;3;Hybrid;Hybride Essence
Mercedes-Benz X5 Pro;Mercedes-Benz;Wagon;D;0;1100;530;8,7;250;1101;59684;0;0;228;466;730;5;725;1;5;Personal;8,74;6;Diesel;Diesel
BMW WW8;BMW;SUV;B;1,8;900;403;9,8;250;1694;37078;0;0;161;220;580;6;555;1;4;Commercial;6,92;3;Hybrid;Hybride Essence
Mini Z11;Mini;SUV;D;0,9;900;427;10,2;245;1791;49372;0;0;147;264;450;5;551;1;3;Personal;7,34;5;Hybrid;Hybride Essence
Porsche X77;Porsche;Crossover;E;0;1100;554;7,9;250;1544;75753;0;0;309;522;473;5;657;2;4;Personal;10,58;6;Essence;Essence
Volkswagen M7x;Volkswagen;Hatchback;D;0;916;662;7,8;250;827;60194;0;0;230;423;617;5;455;1;5;Personal;10,91;5;Diesel;Diesel
Hyundai N3 Pro;Hyundai;MPV;E;0;1100;552;7,4;250;1131;76918;0;0;271;425;531;5;919;2;5;Personal;9,11;6;Diesel;Diesel
Hyundai TT2;Hyundai;Sedan;D;0;853;641;8,1;250;829;64861;0;0;247;450;637;5;587;2;3;Commercial;10,57;6;Diesel;Diesel
DS Automobiles L88;DS Automobiles;Hatchback;C;0;680;645;9,5;204;854;40036;0;0;143;192;532;5;495;1;4;Personal;12,31;3;Essence;Essence
Skoda KK-9;Skoda;Hatchback;E;0;1100;473;7,6;250;891;86653;0;0;300;610;766;5;487;2;4;Personal;7,8;8;Diesel;Diesel
Citroën L66;Citroën;Coupe;B;0;607;695;11,5;171;490;26049;0;0;70;101;570;2;222;0;4;Personal;13,27;3;Essence;Essence
Alfa Romeo UU-5;Alfa Romeo;Convertible;C;1,6;900;500;9,2;250;56;49202;0;0;203;304;690;4;293;1;3;Personal;8,39;4;Hybrid;Hybride Diesel
Vauxhall V1x;Vauxhall;Hatchback;D;14,1;900;356;8,6;250;900;61140;47;0;222;360;581;5;497;1;4;Personal;5;5;Hybrid;Hybride Essence
Hyundai ZZ-55;Hyundai;Hatchback;E;0;1100;555;8,8;250;1018;74515;0;0;273;411;616;5;320;2;4;Personal;9,15;6;Diesel;Diesel
Lamborghini T11;Lamborghini;SUV;E;1,8;900;497;8,6;250;1850;74627;0;0;241;379;647;7;751;2;5;Personal;8,54;7;Hybrid;Hybride Essence
Peugeot II-88;Peugeot;Sedan;B;0;495;700;10,6;196;990;30512;0;0;106;176;565;5;492;0;4;Personal;14,55;2;Essence;Essence
Suzuki U77;Suzuki;Wagon;D;0;731;700;9,5;250;1216;54625;0;0;180;253;604;5;645;1;5;Personal;13,37;4;Essence;Essence
Vauxhall T5x;Vauxhall;Hatchback;B;0,8;765;500;11,4;193;522;33025;0;0;94;130;736;5;394;0;4;Sports;8,29;2;Hybrid;Hybride Diesel
Seat 777;Seat;Crossover;D;1,3;900;375;8,8;250;1542;62163;0;0;229;354;667;6;574;1;3;Personal;6,44;5;Hybrid;Hybride Essence
Subaru AA-99;Subaru;SUV;D;0;649;700;7,8;250;1965;54378;0;0;253;397;744;7;815;2;4;Personal;15,75;5;Essence;Essence
Seat S8;Seat;SUV;B;0;644;685;12,4;184;1710;25453;0;0;70;106;362;6;774;0;3;Commercial;13,09;3;Essence;Essence
Lamborghini W-Class;Lamborghini;SUV;D;0;1100;481;9;242;1577;56583;0;0;225;374;518;7;504;1;4;Personal;7,93;5;Diesel;Diesel
Saab S-Class;Saab;Hatchback;C;0,9;900;401;9,3;244;771;43225;0;0;153;231;449;5;501;1;3;Commercial;6,9;3;Hybrid;Hybride Essence
Kia N-Class;Kia;Sedan;C;0;1039;496;9,1;200;689;40952;0;0;139;232;585;5;490;1;4;Personal;8,18;4;Diesel;Diesel
Cupra 444;Cupra;Hatchback;F;0;923;644;7,5;250;511;105031;0;0;323;460;627;5;491;2;4;Commercial;12,31;8;Essence;Essence
Alfa Romeo K2 Pro;Alfa Romeo;Hatchback;D;0;1086;506;9,8;250;504;53609;0;0;209;368;657;5;461;1;3;Personal;8,35;4;Diesel;Diesel
Skoda P4x;Skoda;Pickup;C;0;833;568;10;236;2260;44753;0;0;167;288;799;4;0;1;5;Commercial;9,37;5;Diesel;Diesel
Seat P-Class;Seat;Sedan;A;0;584;615;11,7;175;1027;20993;0;0;70;122;531;5;550;0;4;Personal;10,14;1;Diesel;Diesel
Mercedes-Benz GG7;Mercedes-Benz;Sedan;B;0;774;597;10;250;917;42270;0;0;174;260;662;5;395;1;4;Commercial;9,84;4;Diesel;Diesel
Opel S2 Pro;Opel;Hatchback;A;0;867;483;10,7;206;947;28744;0;0;108;205;574;5;387;0;3;Commercial;7,97;3;Diesel;Diesel
BMW K9x;BMW;Wagon;C;0;808;629;8,4;242;1288;42941;0;0;184;280;740;5;858;1;4;Personal;10,38;2;Diesel;Diesel
Fiat I5;Fiat;MPV;C;0;1100;450;8,6;246;1447;53661;0;0;209;337;702;6;668;1;4;Personal;7,32;4;Diesel;Diesel
Audi AA3;Audi;Wagon;C;12,1;900;500;11,4;203;1123;42750;44;0;93;159;500;5;783;0;3;Personal;6,12;2;Hybrid;Hybride Essence
Skoda N1 Pro;Skoda;Crossover;D;1,9;900;500;8,8;250;1543;66080;0;0;240;430;709;7;542;2;4;Personal;9,23;4;Hybrid;Hybride Essence
Ford FF2;Ford;Coupe;B;17,2;900;300;10,2;249;347;32784;48;0;133;240;603;4;224;1;4;Commercial;5;3;Hybrid;Hybride Essence
Peugeot F7;Peugeot;SUV;C;0;859;549;9,1;232;1767;45935;0;0;186;296;665;6;608;1;4;Personal;10,48;4;Essence;Essence
Nissan P11;Nissan;Coupe;E;0;1100;493;9;250;672;70966;0;0;218;312;586;3;324;1;4;Personal;9,42;6;Essence;Essence
Land Rover N5x;Land Rover;Coupe;B;0;864;519;9,5;211;495;35617;0;0;167;331;680;2;367;1;4;Commercial;8,56;3;Diesel;Diesel
Toyota U1 Pro;Toyota;Hatchback;D;15,1;900;452;9,6;245;672;53638;23;0;173;281;526;5;440;1;5;Personal;5,8;4;Hybrid;Hybride Essence
Renault S3;Renault;SUV;A;0;548;602;10,8;187;1797;27963;0;0;106;190;392;6;622;0;4;Personal;11,5;4;Essence;Essence
Skoda S-Class;Skoda;Sedan;C;0;1100;454;9,2;239;917;44227;0;0;171;310;548;5;409;1;4;Personal;7,48;3;Diesel;Diesel
Toyota RR2;Toyota;Hatchback;D;0;873;700;9,7;250;717;59577;0;0;199;357;693;5;491;1;4;Commercial;11,93;3;Diesel;Diesel
Volvo AA-9;Volvo;Coupe;A;0;775;527;11,2;180;660;23388;0;0;70;100;556;4;374;0;4;Personal;10,06;1;Essence;Essence
Audi T9 Pro;Audi;Hatchback;C;0;882;489;10,6;204;613;42939;0;0;130;182;446;5;414;1;4;Personal;9,35;4;Essence;Essence
Alfa Romeo WW-1;Alfa Romeo;Wagon;E;0;971;577;7,8;250;1175;80962;0;0;287;469;787;5;703;2;5;Commercial;11,02;6;Essence;Essence
Toyota QQ5;Toyota;Pickup;B;0;565;663;10,5;246;2500;33619;0;0;175;314;435;3;0;1;4;Commercial;12,66;3;Essence;Essence
Citroën S4 Pro;Citroën;SUV;D;1,5;900;384;7,9;250;1692;69250;0;0;293;451;646;6;753;2;4;Personal;6,6;7;Hybrid;Hybride Essence
Nissan II-22;Nissan;SUV;C;0;790;590;10;235;1746;45085;0;0;166;218;500;7;648;1;3;Personal;11,26;5;Essence;Essence
BMW M7 Pro;BMW;Crossover;B;0;612;700;10,6;202;1592;33564;0;0;125;188;548;6;465;1;4;Personal;13,49;3;Essence;Essence
Skoda AA-3;Skoda;Coupe;D;12,1;900;300;9,9;250;401;56421;45;0;233;318;440;2;323;1;3;Commercial;5;5;Hybrid;Hybride Essence
Ford MM-11;Ford;Sedan;C;10,8;900;316;8,4;250;1233;48414;51;0;247;440;398;5;426;2;4;Personal;5;6;Hybrid;Hybride Essence
Peugeot A4;Peugeot;Sedan;B;0,9;900;342;9,9;249;1096;37928;0;0;161;220;473;5;428;1;3;Personal;5,08;5;Hybrid;Hybride Diesel
Lexus W6;Lexus;Crossover;E;0;1100;538;8,3;250;1521;73405;0;0;253;344;684;5;503;2;4;Personal;10,27;6;Essence;Essence
Fiat W7x;Fiat;MPV;C;0;934;463;9,1;220;1269;37300;0;0;134;205;553;7;797;1;5;Personal;8,85;3;Essence;Essence
Opel 666;Opel;Sedan;D;0;1048;565;9,2;249;992;60347;0;0;199;359;457;5;422;1;5;Sports;9,32;5;Diesel;Diesel
Rolls-Royce AA-6;Rolls-Royce;SUV;B;0;641;630;10,9;218;1867;33944;0;0;130;216;644;7;570;1;4;Personal;12,04;1;Essence;Essence
Skoda K2x;Skoda;Pickup;B;1,2;900;423;11;198;2500;35024;0;0;110;163;542;5;0;0;5;Sports;7,28;2;Hybrid;Hybride Essence
Peugeot I4 Pro;Peugeot;Hatchback;D;0;776;700;10,7;205;1030;52032;0;0;165;288;639;5;483;1;5;Personal;14,44;4;Essence;Essence
Bentley SS-55;Bentley;Hatchback;D;0;1004;551;9,6;250;614;56172;0;0;202;372;581;5;494;1;4;Personal;9,09;7;Diesel;Diesel
Hyundai P1x;Hyundai;Crossover;B;0;824;540;10,9;207;1454;32046;0;0;112;170;352;5;527;0;4;Personal;8,9;2;Diesel;Diesel
Honda Q1 Pro;Honda;Hatchback;D;0;745;700;9,5;247;709;58203;0;0;214;282;757;5;498;1;4;Personal;14,96;5;Essence;Essence
Volkswagen 888;Volkswagen;Sedan;C;0;768;573;9,9;230;977;44277;0;0;172;264;533;5;459;1;4;Personal;10,95;4;Essence;Essence
Mercedes-Benz O11;Mercedes-Benz;Crossover;C;13,9;900;500;9,3;226;1741;45349;47;0;181;274;677;5;677;1;3;Personal;6,04;5;Hybrid;Hybride Diesel
Nissan D4;Nissan;Crossover;D;2;900;383;8,5;245;1500;58181;0;0;235;358;545;5;429;1;3;Personal;6,59;4;Hybrid;Hybride Essence
Renault M2x;Renault;SUV;C;12;896;481;8,2;250;1869;46884;26;0;175;232;566;6;512;1;3;Personal;5,84;4;Hybrid;Hybride Essence
Peugeot H5;Peugeot;SUV;C;0;1100;450;12,3;192;1846;39198;0;0;70;107;347;5;567;0;4;Personal;6,56;2;Diesel;Diesel
Kia K-Class;Kia;Crossover;D;13,1;900;362;9,4;224;1490;57111;57;0;180;239;459;5;580;1;5;Personal;5;5;Hybrid;Hybride Essence
Citroën U11;Citroën;Crossover;C;0;809;560;8,7;250;1649;43103;0;0;188;361;791;7;607;1;4;Personal;9,24;4;Diesel;Diesel
BMW Q5x;BMW;Coupe;E;0;1100;450;8,4;250;551;76841;0;0;231;426;744;4;374;1;4;Commercial;7,16;6;Diesel;Diesel
Volkswagen OO9;Volkswagen;Coupe;D;0;1038;491;9,8;250;619;57665;0;0;224;307;727;4;209;1;4;Commercial;9,37;5;Essence;Essence
Alfa Romeo M3x;Alfa Romeo;Crossover;C;0;914;531;9,3;248;1465;48994;0;0;196;342;676;5;543;1;5;Personal;8,76;5;Diesel;Diesel
Nissan B-Class;Nissan;MPV;C;0;812;587;10,4;202;1135;43368;0;0;134;238;561;7;704;1;5;Personal;11,21;3;Essence;Essence
Mini E22;Mini;Coupe;F;0;816;700;8,8;250;459;110336;0;0;296;396;742;4;258;2;4;Personal;14,38;7;Essence;Essence
Mercedes-Benz MM7;Mercedes-Benz;Hatchback;E;0;1100;536;8,6;250;736;79025;0;0;265;426;769;5;408;2;5;Personal;8,84;5;Diesel;Diesel
Renault EE-66;Renault;MPV;B;0;734;559;10,2;206;1334;33218;0;0;128;220;613;5;609;1;5;Personal;9,21;2;Diesel;Diesel
Koenigsegg F3x;Koenigsegg;MPV;B;1,4;900;460;8,7;248;1452;36678;0;0;165;234;561;7;717;1;4;Personal;7,91;4;Hybrid;Hybride Essence
Skoda D11;Skoda;SUV;C;1,3;900;392;11,6;196;1821;35697;0;0;76;105;611;5;476;0;5;Personal;6,73;4;Hybrid;Hybride Essence
Maserati HH4;Maserati;Hatchback;E;0;1100;461;8,2;250;924;78351;0;0;236;484;517;5;334;1;4;Personal;7,61;5;Diesel;Diesel
Aston Martin P-Class;Aston Martin;Crossover;E;0;868;700;9,4;250;1575;70404;0;0;210;353;540;7;445;1;3;Personal;14,01;6;Essence;Essence
Toyota Q-Class;Toyota;SUV;D;0;1053;587;10,7;206;1720;50463;0;0;104;200;395;5;675;0;4;Personal;9,68;2;Diesel;Diesel
Fiat NN-55;Fiat;Wagon;B;0;953;450;11,2;197;1214;30172;0;0;95;168;393;5;570;0;5;Personal;8,48;3;Essence;Essence
DS Automobiles K6 Pro;DS Automobiles;SUV;E;0;1094;563;9,9;250;1892;70007;0;0;190;265;589;7;770;1;5;Personal;10,76;5;Essence;Essence
BMW UU4;BMW;Hatchback;A;16,6;891;402;9,8;188;802;25704;49;0;100;174;603;5;390;0;5;Commercial;5,4;1;Hybrid;Hybride Essence
Porsche L3x;Porsche;Sedan;C;0;967;451;10,5;184;842;42142;0;0;125;225;744;5;441;1;4;Personal;8,61;2;Essence;Essence
Volvo 999;Volvo;Convertible;C;0;580;700;9,8;248;0;46287;0;0;163;260;534;3;259;1;3;Personal;14,96;3;Essence;Essence
Volvo LL-1;Volvo;Hatchback;C;1,4;900;435;10;230;660;43795;0;0;160;280;498;5;312;1;3;Personal;7,48;4;Hybrid;Hybride Essence
Aston Martin CC-33;Aston Martin;Wagon;C;1,1;888;500;11,1;208;1176;41593;0;0;102;175;503;5;712;0;4;Commercial;9,59;3;Hybrid;Hybride Essence
Volvo L-Class;Volvo;Sedan;B;0;724;578;10,4;206;937;35902;0;0;129;188;556;5;512;1;4;Personal;11,05;3;Essence;Essence
Fiat DD-3;Fiat;SUV;B;0;955;455;8,3;250;2027;45070;0;0;227;382;852;7;608;1;4;Personal;7,5;4;Diesel;Diesel
Citroën A4;Citroën;SUV;D;1,5;900;500;7,5;250;1749;60037;0;0;258;423;606;6;727;2;4;Personal;8,18;6;Hybrid;Hybride Diesel
Mazda E3x;Mazda;Sedan;A;0,9;876;437;9,2;225;703;35018;0;0;142;224;404;5;589;1;5;Personal;7,51;2;Hybrid;Hybride Essence
Toyota 888;Toyota;Crossover;C;0;695;620;10,3;245;1296;40921;0;0;137;205;579;5;666;1;4;Personal;11,85;4;Essence;Essence
Renault VV-3;Renault;Wagon;B;13,4;900;385;10,8;221;1298;32847;41;0;120;159;532;5;831;1;3;Commercial;5;5;Hybrid;Hybride Essence
Mitsubishi QQ-33;Mitsubishi;Hatchback;C;0;619;680;10,3;203;635;38439;0;0;123;161;519;5;392;1;4;Personal;12,99;3;Essence;Essence
Mazda I9x;Mazda;SUV;B;0,9;900;312;10,5;230;1832;35205;0;0;150;202;508;7;595;1;3;Personal;5,36;4;Hybrid;Hybride Essence
Seat Z4 Pro;Seat;Wagon;D;0,8;900;495;9,6;250;1115;52096;0;0;170;255;800;5;520;1;4;Personal;7,35;4;Hybrid;Hybride Diesel
Volkswagen SS6;Volkswagen;Wagon;C;0;690;634;9,9;230;1182;43506;0;0;154;202;482;5;704;1;5;Personal;12,11;5;Essence;Essence
Alfa Romeo SS6;Alfa Romeo;Crossover;C;0;885;526;9,7;217;1461;38642;0;0;118;163;337;7;743;0;3;Personal;10,05;2;Essence;Essence
Volkswagen F55;Volkswagen;Wagon;D;0;1100;513;10;235;1118;53415;0;0;136;280;510;5;855;1;5;Commercial;8,46;4;Diesel;Diesel
BMW W66;BMW;Hatchback;B;0;587;643;11,6;166;848;30989;0;0;88;134;444;5;325;0;4;Personal;12,29;1;Essence;Essence
Fiat X66;Fiat;Hatchback;D;0;1100;516;9,1;250;857;68782;0;0;255;518;501;5;341;2;4;Personal;8,51;5;Diesel;Diesel
BMW 222;BMW;Crossover;B;0;681;668;10,1;234;1577;37943;0;0;136;217;559;7;725;1;3;Personal;11,02;4;Diesel;Diesel
Citroën L8 Pro;Citroën;Wagon;E;0;1100;503;11,2;195;1445;63018;0;0;108;160;708;5;641;0;4;Personal;9,61;4;Essence;Essence
Mazda UU2;Mazda;Coupe;A;0;487;700;12,2;198;342;26115;0;0;70;114;340;2;303;0;4;Personal;14,95;3;Essence;Essence
Opel CC-11;Opel;Sedan;C;0;1100;450;8,9;241;875;39046;0;0;181;325;392;5;524;1;4;Personal;7,65;4;Essence;Essence
DS Automobiles BB9;DS Automobiles;SUV;C;16,6;900;412;10,1;209;1758;44652;41;0;158;261;634;7;603;1;4;Personal;5,39;4;Hybrid;Hybride Essence
Rolls-Royce M5;Rolls-Royce;Crossover;C;1,7;900;427;9,4;250;1585;45442;0;0;191;334;540;6;572;1;5;Commercial;7,34;5;Hybrid;Hybride Essence
Toyota 888;Toyota;Sedan;D;10,5;900;403;9,8;249;749;53262;23;0;199;264;524;5;583;1;5;Personal;5;3;Hybrid;Hybride Diesel
Dacia KK-55;Dacia;SUV;B;0;1100;450;9,7;218;1880;30984;0;0;137;229;712;6;656;1;4;Personal;6,81;3;Diesel;Diesel
Mini HH-66;Mini;Crossover;C;1,7;900;376;9,8;243;1327;44446;0;0;171;298;486;5;754;1;4;Personal;6,47;3;Hybrid;Hybride Essence
Opel MM-3;Opel;Sedan;E;0;965;577;8,6;250;990;76456;0;0;224;350;397;5;389;1;4;Personal;11,02;5;Essence;Essence
Hyundai P-Class;Hyundai;SUV;E;0;1100;471;8,2;250;1939;75534;0;0;273;378;710;5;495;2;5;Personal;9;5;Essence;Essence
Audi D-Class;Audi;Sedan;C;0;990;480;9,8;242;764;49205;0;0;206;286;566;5;498;1;3;Sports;9,17;5;Essence;Essence
Honda 555;Honda;MPV;C;0,9;775;500;10,3;250;1156;45383;0;0;185;311;548;7;837;1;5;Commercial;9,61;4;Hybrid;Hybride Essence
Volvo GG-55;Volvo;Sedan;D;1,1;900;332;9,6;250;1043;54405;0;0;219;302;348;5;610;1;3;Personal;5,71;5;Hybrid;Hybride Essence
Volkswagen U-Class;Volkswagen;Hatchback;D;0;1100;479;9,1;250;867;57496;0;0;171;305;483;5;507;1;4;Personal;7,89;3;Diesel;Diesel
Citroën L4;Citroën;Hatchback;E;10,6;900;310;7;250;529;78881;41;0;313;435;614;5;507;2;5;Personal;5;8;Hybrid;Hybride Essence
Dacia RR-99;Dacia;Hatchback;D;1,8;900;500;9,9;242;745;56707;0;0;195;273;439;5;399;1;5;Personal;7,52;5;Hybrid;Hybride Diesel
Opel H4;Opel;Sedan;C;1,5;900;500;9,7;238;978;44329;0;0;192;288;680;5;547;1;3;Commercial;9,13;3;Hybrid;Hybride Essence
Renault 444;Renault;Crossover;D;0;922;553;8,7;250;1499;53775;0;0;220;300;575;7;513;1;3;Personal;10,56;5;Essence;Essence
Renault C2x;Renault;Hatchback;C;1,8;676;500;8,5;250;872;49365;0;0;210;341;547;5;506;1;4;Commercial;11,02;5;Hybrid;Hybride Essence
Maserati HH-9;Maserati;Sedan;B;0;951;482;7,3;227;834;39473;0;0;170;271;719;5;585;1;5;Personal;7,95;3;Diesel;Diesel
Vauxhall O11;Vauxhall;Hatchback;D;1,5;900;465;7,3;250;650;58043;0;0;254;425;532;5;467;2;4;Personal;7,99;5;Hybrid;Hybride Essence
Hyundai Q9 Pro;Hyundai;SUV;C;0;1100;450;10,5;195;1721;39152;0;0;110;197;612;6;699;0;4;Personal;7,18;1;Diesel;Diesel
Fiat F9 Pro;Fiat;Hatchback;A;0;801;512;11,1;178;729;23568;0;0;71;120;542;5;341;0;4;Personal;8,45;2;Diesel;Diesel
Renault 333;Renault;Crossover;D;1,3;900;373;10,1;225;1468;55234;0;0;160;257;647;7;659;1;4;Commercial;6,41;4;Hybrid;Hybride Essence
Volkswagen SS-88;Volkswagen;Crossover;C;0;843;533;11,4;184;1605;40523;0;0;87;131;555;7;654;0;4;Personal;10,18;1;Essence;Essence
Lancia AA-5;Lancia;Wagon;A;0;876;450;11,1;229;1158;32798;0;0;166;256;675;5;623;1;4;Personal;6,72;1;Diesel;Diesel
Ford O3 Pro;Ford;Sedan;C;0;648;700;10,3;210;880;37294;0;0;106;154;452;5;618;0;5;Personal;13,62;3;Essence;Essence
Hyundai WW2;Hyundai;Convertible;D;0;1100;450;8,9;212;30;46786;0;0;145;226;470;2;228;1;4;Commercial;8,34;3;Essence;Essence
Fiat FF2;Fiat;Wagon;C;0;1037;523;9,3;214;1107;42289;0;0;158;245;584;5;762;1;5;Personal;8,63;3;Diesel;Diesel
Lexus XX-55;Lexus;Hatchback;A;0;450;700;12,3;183;828;20170;0;0;70;117;566;5;515;0;4;Personal;14;2;Essence;Essence
Fiat L4x;Fiat;SUV;C;0;631;659;8,6;250;1889;46035;0;0;235;348;637;7;748;1;4;Personal;12,59;5;Essence;Essence
Toyota ZZ4;Toyota;Wagon;A;0;695;562;11,8;206;1285;22465;0;0;79;111;591;5;810;0;4;Personal;10,73;2;Essence;Essence
Volvo RR-11;Volvo;Sedan;E;0;1100;551;7,4;250;784;81776;0;0;283;424;569;5;547;2;3;Commercial;9,09;7;Diesel;Diesel
Honda 222;Honda;SUV;B;0;942;464;10,6;200;1992;32310;0;0;99;153;400;7;474;0;4;Commercial;7,65;2;Diesel;Diesel
Volvo OO8;Volvo;Crossover;E;1,6;900;339;8;250;1284;69413;0;0;209;296;518;7;432;1;4;Personal;5,83;5;Hybrid;Hybride Essence
Porsche KK-5;Porsche;Hatchback;A;0;672;581;11,1;170;795;24173;0;0;70;104;414;5;460;0;4;Commercial;11,09;2;Essence;Essence
Fiat Q2x;Fiat;Pickup;B;0;664;633;10,8;191;2500;31244;0;0;101;160;448;2;0;0;5;Personal;10,45;3;Diesel;Diesel
Volkswagen PP-77;Volkswagen;Hatchback;C;0;1078;450;11,1;200;787;37466;0;0;116;182;495;5;304;0;4;Personal;7,65;2;Essence;Essence
Peugeot T77;Peugeot;Hatchback;D;0;1100;463;10,5;230;681;54143;0;0;141;227;431;5;448;1;3;Personal;7,64;3;Diesel;Diesel
Volvo 444;Volvo;Hatchback;E;0;833;700;9,2;250;717;81379;0;0;270;553;596;5;464;2;5;Personal;12,84;7;Diesel;Diesel
Toyota NN-3;Toyota;SUV;C;0;722;581;10,2;238;1891;40640;0;0;132;208;413;5;534;1;4;Personal;11,1;3;Essence;Essence
Toyota N-Class;Toyota;Convertible;C;10,9;900;300;10,8;219;7;39737;56;0;108;184;375;3;223;0;5;Commercial;5;2;Hybrid;Hybride Essence
Suzuki L-Class;Suzuki;Coupe;A;0,9;765;500;10,5;195;533;30159;0;0;119;180;374;4;353;0;5;Personal;8,8;2;Hybrid;Hybride Essence
Citroën X1;Citroën;MPV;C;1,9;900;466;8,7;240;1236;45115;0;0;200;281;453;6;740;1;5;Personal;8;4;Hybrid;Hybride Essence
Subaru 999;Subaru;SUV;C;0;910;576;9,3;250;2070;46613;0;0;208;365;687;7;703;1;4;Commercial;9,49;5;Diesel;Diesel
Mitsubishi L8 Pro;Mitsubishi;SUV;E;0;1093;567;9,5;250;1615;66076;0;0;168;291;567;5;572;1;5;Personal;9,35;5;Diesel;Diesel
Fiat TT-1;Fiat;SUV;C;0;829;608;11,3;225;1962;39544;0;0;131;242;592;7;506;1;5;Personal;10,03;2;Diesel;Diesel
Seat H6 Pro;Seat;Hatchback;D;0;834;652;9,8;227;761;49152;0;0;135;237;507;5;343;1;5;Personal;12,45;4;Essence;Essence
